x/c, Cp
5.902807242572277735e-01,-2.416379749774932861e-02
5.909269777940328039e-01,-2.423791587352752686e-02
5.916853818587026748e-01,-2.430366538465023041e-02
5.918305027626191706e-01,-2.431716583669185638e-02
5.926456654150773495e-01,-2.449933253228664398e-02
5.933858332743404684e-01,-2.465220354497432709e-02
5.938071878470418952e-01,-2.468922734260559082e-02
5.941189116485975363e-01,-2.471493184566497803e-02
5.948643752677444940e-01,-2.475399337708950043e-02
5.955836163339177647e-01,-2.485164254903793335e-02
5.962801795896203183e-01,-2.491505444049835205e-02
5.962936325280351335e-01,-2.491529099643230438e-02
5.969872916573496502e-01,-2.495589852333068848e-02
5.976246192762858511e-01,-2.502757869660854340e-02
5.977635902654983013e-01,-2.500796690583229065e-02
5.983816994009847345e-01,-2.501476369798183441e-02
5.989966481636370688e-01,-2.509536780416965485e-02
5.996457204113481154e-01,-2.517271786928176880e-02
5.998571664370369039e-01,-2.521378919482231140e-02
6.004353011269476514e-01,-2.542454749345779419e-02
6.010907368280675733e-01,-2.556532435119152069e-02
6.018029738247169247e-01,-2.573879994451999664e-02
6.025796995102755682e-01,-2.560337260365486145e-02
6.033718853980760688e-01,-2.593969739973545074e-02
6.039982371275752771e-01,-2.594608813524246216e-02
6.041097470393251845e-01,-2.595101110637187958e-02
6.048227954830535102e-01,-2.615655027329921722e-02
6.055742381859403611e-01,-2.638914622366428375e-02
6.062895501399416798e-01,-2.593548595905303955e-02
6.064964264373434721e-01,-2.577714435756206512e-02
6.067470781692697601e-01,-2.586532756686210632e-02
6.071475913643634703e-01,-2.615907974541187286e-02
6.076336908724202512e-01,-2.687948010861873627e-02
6.080198542665380401e-01,-2.678294293582439423e-02
6.084474868771665435e-01,-2.667719870805740356e-02
6.091715966258136605e-01,-2.688461355865001678e-02
6.092679025817676619e-01,-2.690768241882324219e-02
6.100813569245859824e-01,-2.703242748975753784e-02
6.104877210801965548e-01,-2.712021768093109131e-02
6.108818281141403794e-01,-2.720528654754161835e-02
6.116491580966790798e-01,-2.732371352612972260e-02
6.118421970859969639e-01,-2.734824456274509430e-02
6.124231504868137277e-01,-2.742950990796089172e-02
6.130426689777530580e-01,-2.752941101789474487e-02
6.132386120934589790e-01,-2.755441144108772278e-02
6.141276164301053830e-01,-2.772136777639389038e-02
6.141380371189093523e-01,-2.772292122244834900e-02
6.150404943939705715e-01,-2.789877541363239288e-02
6.153297539237605474e-01,-2.794430218636989594e-02
6.158893961618184809e-01,-2.798666059970855713e-02
6.165811761505290978e-01,-2.799787931144237518e-02
6.167300553356535042e-01,-2.796846628189086914e-02
6.175527772582686259e-01,-2.764993160963058472e-02
6.178779112904980719e-01,-2.801766805350780487e-02
6.182874358189427433e-01,-2.840769477188587189e-02
6.188524592323666473e-01,-2.832252159714698792e-02
6.191705037795902644e-01,-2.830472961068153381e-02
6.198592515186898133e-01,-2.862883545458316803e-02
6.200821859267073854e-01,-2.875697799026966095e-02
6.209067442821855076e-01,-2.891907468438148499e-02
6.211111862383503768e-01,-2.886505983769893646e-02
6.217439014212585713e-01,-2.862060442566871643e-02
6.224670288918627836e-01,-2.894117496907711029e-02
6.227244284468670399e-01,-2.927755936980247498e-02
6.235179382746385279e-01,-2.919291332364082336e-02
6.237301103319241591e-01,-2.921940572559833527e-02
6.247220830321205121e-01,-2.954477071762084961e-02
6.248273149059434539e-01,-2.959810942411422729e-02
6.256872779787101546e-01,-2.979289367794990540e-02
6.259725656885870571e-01,-2.982471697032451630e-02
6.266584520090396904e-01,-2.993222326040267944e-02
6.270257812893768046e-01,-2.999406866729259491e-02
6.277043645861184462e-01,-3.012210316956043243e-02
6.279900366656644417e-01,-3.017978183925151825e-02
6.288235209390113933e-01,-3.033105842769145966e-02
6.289009073657025883e-01,-3.034579753875732422e-02
6.297855128050261486e-01,-3.056018613278865814e-02
6.299936703346579181e-01,-3.061892278492450714e-02
6.305994369329953608e-01,-3.077702037990093231e-02
6.313457547069623033e-01,-3.090251050889492035e-02
6.314192120214815462e-01,-3.091337904334068298e-02
6.322986498241440767e-01,-3.106797672808170319e-02
6.324940377392169744e-01,-3.110557049512863159e-02
6.331901312097685253e-01,-3.123634122312068939e-02
6.335735613084624296e-01,-3.132163733243942261e-02
6.340562441972391605e-01,-3.143017366528511047e-02
6.346992946534693036e-01,-3.155881911516189575e-02
6.349432412700586337e-01,-3.161384165287017822e-02
6.357797150852756429e-01,-3.181731328368186951e-02
6.358525317836798418e-01,-3.183559700846672058e-02
6.367485401898502761e-01,-3.204648569226264954e-02
6.368630823512110295e-01,-3.207192569971084595e-02
6.376105959419259284e-01,-3.222062811255455017e-02
6.380150809569326009e-01,-3.231799602508544922e-02
6.384501447144949049e-01,-3.243542835116386414e-02
6.391579401060802912e-01,-3.253695741295814514e-02
6.392981069120408089e-01,-3.255523368716239929e-02
6.401950121807722383e-01,-3.276104107499122620e-02
6.402381897069227001e-01,-3.277193009853363037e-02
6.411799381037035506e-01,-3.291458636522293091e-02
6.412781232002615628e-01,-3.293668478727340698e-02
6.421855772810197704e-01,-3.312122821807861328e-02
6.423356522828921333e-01,-3.313955292105674744e-02
6.432905119561599383e-01,-3.328783437609672546e-02
6.433394123196043424e-01,-3.332327306270599365e-02
6.441320679925558457e-01,-3.380060195922851562e-02
6.446715094691211068e-01,-3.389487788081169128e-02
6.449451379657050731e-01,-3.394710645079612732e-02
6.457228886370477428e-01,-3.417675942182540894e-02
6.460224407324185458e-01,-3.426065295934677124e-02
6.464753136179777204e-01,-3.437615558505058289e-02
6.471696987788891908e-01,-3.455538675189018250e-02
6.472123211044067403e-01,-3.456501662731170654e-02
6.480235546446930783e-01,-3.453894332051277161e-02
6.486787340993669382e-01,-3.490028157830238342e-02
6.487407030315572865e-01,-3.492980450391769409e-02
6.494042959112081848e-01,-3.517744317650794983e-02
6.501662020106400153e-01,-3.534291312098503113e-02
6.502486279507690980e-01,-3.536031022667884827e-02
6.509267841701008583e-01,-3.550918400287628174e-02
6.516854444812166802e-01,-3.574617952108383179e-02
6.517849535177455689e-01,-3.572252765297889709e-02
6.524081448744109002e-01,-3.570692613720893860e-02
6.531099184745153829e-01,-3.614746779203414917e-02
6.533977259411112293e-01,-3.627341985702514648e-02
6.538967231869499130e-01,-3.642407804727554321e-02
6.546901903069803907e-01,-3.656486794352531433e-02
6.547077858962722097e-01,-3.656998649239540100e-02
6.556253617116473142e-01,-3.664008900523185730e-02
6.556440677022050689e-01,-3.661791235208511353e-02
6.556870316896507012e-01,-3.661520779132843018e-02
6.564517564999884369e-01,-3.677411377429962158e-02
6.572673462298566083e-01,-3.752919659018516541e-02
6.573360629851249248e-01,-3.754175081849098206e-02
6.581045033689296719e-01,-3.770456463098526001e-02
6.586062766179332506e-01,-3.785200044512748718e-02
6.589039922804410532e-01,-3.795333951711654663e-02
6.597393556943921267e-01,-3.824736922979354858e-02
6.599054033913982487e-01,-3.830482065677642822e-02
6.606035468335177407e-01,-3.851680830121040344e-02
6.611176626196703099e-01,-3.867836669087409973e-02
6.614850773154893337e-01,-3.880235552787780762e-02
6.623154866314844291e-01,-3.907896950840950012e-02
6.623761743314446893e-01,-3.909981250762939453e-02
6.632736348008090310e-01,-3.940205276012420654e-02
6.634712862261549216e-01,-3.947333246469497681e-02
6.641619131058584813e-01,-3.968418762087821960e-02
6.646118391572887196e-01,-3.982890769839286804e-02
6.650194845451292691e-01,-3.999470919370651245e-02
6.657904873933940815e-01,-4.025978222489356995e-02
6.658358003065945052e-01,-4.027400910854339600e-02
6.666491265261897947e-01,-4.045921936631202698e-02
6.670121423246858638e-01,-4.049232974648475647e-02
6.675091750144385161e-01,-4.060130566358566284e-02
6.681926697013952365e-01,-4.101893678307533264e-02
6.684229925486057100e-01,-4.116069152951240540e-02
6.692192356718011936e-01,-4.151804745197296143e-02
6.693966009201722800e-01,-4.158251732587814331e-02
6.701507769184831265e-01,-4.187338426709175110e-02
6.703729852949037449e-01,-4.196375608444213867e-02
6.711333966234005466e-01,-4.219548031687736511e-02
6.712825320549710151e-01,-4.224392026662826538e-02
6.722394416998066502e-01,-4.264999553561210632e-02
6.722888545561431783e-01,-4.266311600804328918e-02
6.732852688614034964e-01,-4.294176399707794189e-02
6.740309033115143844e-01,-4.317947477102279663e-02
6.741656035266270219e-01,-4.322512447834014893e-02
6.750025471269950339e-01,-4.372818768024444580e-02
6.755308845909002713e-01,-4.393880069255828857e-02
6.757960996625074213e-01,-4.401509463787078857e-02
6.765748326118931066e-01,-4.401553794741630554e-02
6.765830324981649824e-01,-4.401973634958267212e-02
6.772870269008014477e-01,-4.506757110357284546e-02
6.773254211599599728e-01,-4.505368322134017944e-02
6.777614671955652925e-01,-4.482991620898246765e-02
6.784533753074989404e-01,-4.473300650715827942e-02
6.792003764053218262e-01,-4.553613811731338501e-02
6.796951882925424959e-01,-4.549068957567214966e-02
6.800358252347549204e-01,-4.546337947249412537e-02
6.805830822279229642e-01,-4.610007628798484802e-02
6.811932477235834726e-01,-4.675300046801567078e-02
6.816214782425857877e-01,-4.681687802076339722e-02
6.820150300758965889e-01,-4.692827165126800537e-02
6.828175085292780278e-01,-4.729968309402465820e-02
6.829154373793899779e-01,-4.734200611710548401e-02
6.835781333964797701e-01,-4.761942476034164429e-02
6.843262876033097131e-01,-4.804356768727302551e-02
6.844090552053668786e-01,-4.808250814676284790e-02
6.850819156648146890e-01,-4.839538037776947021e-02
6.857831767720270477e-01,-4.877632111310958862e-02
6.858833691324119908e-01,-4.883315786719322205e-02
6.867394030930068505e-01,-4.923997446894645691e-02
6.870113232799508474e-01,-4.935683310031890869e-02
6.875757914927418391e-01,-4.960445687174797058e-02
6.883268925337007182e-01,-4.997294768691062927e-02
6.884021862810829617e-01,-5.001148581504821777e-02
6.892222176160150982e-01,-5.047456175088882446e-02
6.896465190228455722e-01,-5.070381984114646912e-02
6.900135066412546037e-01,-5.090492591261863708e-02
6.908186756823189167e-01,-5.135117471218109131e-02
6.909326626430467577e-01,-5.141889676451683044e-02
6.916962343443775474e-01,-5.187003687024116516e-02
6.920482742534367349e-01,-5.207309499382972717e-02
6.925753304851121062e-01,-5.237763002514839172e-02
6.932016395068703041e-01,-5.273756757378578186e-02
6.933930556020302394e-01,-5.284632369875907898e-02
6.941498367725421614e-01,-5.326981097459793091e-02
6.945139202645632670e-01,-5.347147956490516663e-02
6.949342925592216780e-01,-5.370850861072540283e-02
6.957241722290081753e-01,-5.417736992239952087e-02
6.957880203018025345e-01,-5.421436950564384460e-02
6.966392282876643360e-01,-5.473259091377258301e-02
6.969537280923849831e-01,-5.492429807782173157e-02
6.974457212686997476e-01,-5.523300170898437500e-02
6.982362415546011780e-01,-5.577533692121505737e-02
6.982440570712041827e-01,-5.578011274337768555e-02
6.990181775845618617e-01,-5.627435073256492615e-02
6.995336173106853073e-01,-5.664837360382080078e-02
6.998146769542032963e-01,-5.683638900518417358e-02
7.006321031169344682e-01,-5.726028606295585632e-02
7.006461966714643275e-01,-5.726651847362518311e-02
7.015085086699860417e-01,-5.779661983251571655e-02
7.016781438172362551e-01,-5.785976722836494446e-02
7.023673613414868067e-01,-5.815323069691658020e-02
7.030214303948947308e-01,-5.892115831375122070e-02
7.034018282439776781e-01,-5.928297340869903564e-02
7.038191255812842329e-01,-5.956528335809707642e-02
7.044244651022116832e-01,-5.979369580745697021e-02
7.050956172520195242e-01,-6.058558076620101929e-02
7.052888270723014497e-01,-6.071045994758605957e-02
7.061180405715484776e-01,-6.101709976792335510e-02
7.068612833881634527e-01,-6.198637187480926514e-02
7.076009387545345586e-01,-6.241634115576744080e-02
7.076164843722583253e-01,-6.241388618946075439e-02
7.083506731477814400e-01,-6.260869652032852173e-02
7.090594081096688317e-01,-6.382521986961364746e-02
7.093481124388257841e-01,-6.409417092800140381e-02
7.098500992265344145e-01,-6.435493379831314087e-02
7.104811060998025285e-01,-6.491024792194366455e-02
7.107216788048530409e-01,-6.513226777315139771e-02
7.115517464589200536e-01,-6.606176495552062988e-02
7.115630213025438966e-01,-6.608276069164276123e-02
7.122431420779616884e-01,-6.634464859962463379e-02
7.128209351059444643e-01,-6.644802540540695190e-02
7.134784207786323273e-01,-6.764026731252670288e-02
7.136259760237857463e-01,-6.777151674032211304e-02
7.143425265022760318e-01,-6.829400360584259033e-02
7.145229240002580751e-01,-6.843819469213485718e-02
7.151235229619347100e-01,-6.889969110488891602e-02
7.155605939833239448e-01,-6.932930648326873779e-02
7.160384081896268293e-01,-7.020688056945800781e-02
7.167125498813046169e-01,-7.066310197114944458e-02
7.169256615088922535e-01,-7.068629562854766846e-02
7.176677512165002826e-01,-7.151196897029876709e-02
7.183183609428873684e-01,-7.243335247039794922e-02
7.189491542774505417e-01,-7.310447096824645996e-02
7.195914787020836201e-01,-7.388187199831008911e-02
7.202636985454163865e-01,-7.458343356847763062e-02
7.209583826605149293e-01,-7.527796924114227295e-02
7.216655374359853825e-01,-7.611592859029769897e-02
7.223773900629656408e-01,-7.693652063608169556e-02
7.230848010848820451e-01,-7.780451327562332153e-02
7.237916141984245266e-01,-7.867298275232315063e-02
7.245133750213167412e-01,-7.957354187965393066e-02
7.252613583971826428e-01,-8.051468431949615479e-02
7.260073772169626238e-01,-8.149304240942001343e-02
7.267256360050929898e-01,-8.246065676212310791e-02
7.274286054219454289e-01,-8.343004435300827026e-02
7.280995440330482182e-01,-8.441669493913650513e-02
7.287627952507710338e-01,-8.538357168436050415e-02
7.294191278144519508e-01,-8.634950965642929077e-02
7.300926288900146943e-01,-8.736193180084228516e-02
7.304226743124592192e-01,-8.784992992877960205e-02
7.308208812895389261e-01,-8.843968063592910767e-02
7.315598960397949879e-01,-8.964861929416656494e-02
7.322388637062057226e-01,-9.066691994667053223e-02
7.328328429680273093e-01,-9.172488003969192505e-02
7.333736083845634468e-01,-9.262140095233917236e-02
7.337850547613530283e-01,-9.319213032722473145e-02
7.339126654914597259e-01,-9.336923807859420776e-02
7.344992990218294215e-01,-9.449197351932525635e-02
7.351435880025484204e-01,-9.576823562383651733e-02
7.358233244082971192e-01,-9.711030125617980957e-02
7.365177522769497109e-01,-9.848783910274505615e-02
7.372166217506661567e-01,-9.991593658924102783e-02
7.379162599637206776e-01,-1.013790741562843323e-01
7.386159835922571082e-01,-1.028873696923255920e-01
7.393154509743475877e-01,-1.044374704360961914e-01
7.400132100467980978e-01,-1.060238033533096313e-01
7.407038796342426679e-01,-1.076496616005897522e-01
7.413767828014313777e-01,-1.093182414770126343e-01
7.420336278580044187e-01,-1.110094860196113586e-01
7.427137913411631098e-01,-1.128103658556938171e-01
7.434218856869354575e-01,-1.148053035140037537e-01
7.441585942191775160e-01,-1.169588640332221985e-01
7.449285293739172920e-01,-1.193014830350875854e-01
7.456511443516294912e-01,-1.218819469213485718e-01
7.463628261476458192e-01,-1.245155036449432373e-01
7.470666497193182432e-01,-1.271100938320159912e-01
7.477677399955666715e-01,-1.297681033611297607e-01
7.484700260885631673e-01,-1.324997842311859131e-01
7.491796579130115541e-01,-1.353166848421096802e-01
7.499089352983197010e-01,-1.382134854793548584e-01
7.504450028633459224e-01,-1.403526812791824341e-01
7.506590540612356754e-01,-1.412073969841003418e-01
7.513803023912358769e-01,-1.441968530416488647e-01
7.520321079343709192e-01,-1.469753384590148926e-01
7.526441098628943172e-01,-1.495588272809982300e-01
7.532633721073876965e-01,-1.521252989768981934e-01
7.539138964182926506e-01,-1.548058539628982544e-01
7.545689477497435904e-01,-1.575819998979568481e-01
7.552056347525647473e-01,-1.602335274219512939e-01
7.558418946779759118e-01,-1.628445833921432495e-01
7.564749942305530883e-01,-1.654298156499862671e-01
7.571293622381480848e-01,-1.680103540420532227e-01
7.577899655759289255e-01,-1.706777364015579224e-01
7.584421981964739601e-01,-1.732571125030517578e-01
7.590988724220829598e-01,-1.758335530757904053e-01
7.597275303695961712e-01,-1.783298254013061523e-01
7.603537966836134698e-01,-1.806875467300415039e-01
7.610235394779681917e-01,-1.831085830926895142e-01
7.617107924461328228e-01,-1.856287419795989990e-01
7.623483336037739644e-01,-1.879840642213821411e-01
7.629463273932495238e-01,-1.900951117277145386e-01
7.635280922411452620e-01,-1.921087503433227539e-01
7.640580953069495695e-01,-1.939084231853485107e-01
7.641035363433731353e-01,-1.940629184246063232e-01
7.646843616209668681e-01,-1.959963291883468628e-01
7.652787679601984472e-01,-1.979235112667083740e-01
7.659043509503596914e-01,-1.998667418956756592e-01
7.665745208221245166e-01,-2.018349170684814453e-01
7.672592113258291935e-01,-2.038530707359313965e-01
7.679304915988599545e-01,-2.057811021804809570e-01
7.686361943111363892e-01,-2.076310813426971436e-01
7.693890463694762483e-01,-2.095565795898437500e-01
7.701383109775722380e-01,-2.114615738391876221e-01
7.708552031179904951e-01,-2.131814658641815186e-01
7.715821742852847498e-01,-2.148429155349731445e-01
7.723041059391408947e-01,-2.164981067180633545e-01
7.730109190526833762e-01,-2.180151343345642090e-01
7.737079093857958112e-01,-2.194300144910812378e-01
7.737237112499656400e-01,-2.194601297378540039e-01
7.743911478263064696e-01,-2.207316160202026367e-01
7.747096621586810894e-01,-2.213211506605148315e-01
7.750446616790814813e-01,-2.219422310590744019e-01
7.756716967324367440e-01,-2.230022698640823364e-01
7.763445144841435441e-01,-2.239932119846343994e-01
7.770444089436440160e-01,-2.250011861324310303e-01
7.777262807364426767e-01,-2.258879989385604858e-01
7.784230148231091606e-01,-2.266718298196792603e-01
7.791440923221454318e-01,-2.274015545845031738e-01
7.798445846900198264e-01,-2.280516475439071655e-01
7.805277377150485751e-01,-2.285709232091903687e-01
7.812382236943169467e-01,-2.290398180484771729e-01
7.819709176989050325e-01,-2.294710576534271240e-01
7.827214635392309994e-01,-2.298205494880676270e-01
7.834733760272688530e-01,-2.300868630409240723e-01
7.842350258802547325e-01,-2.302368283271789551e-01
7.849971882261325140e-01,-2.302637845277786255e-01
7.857785690554600633e-01,-2.301857471466064453e-01
7.865699434961815895e-01,-2.300052642822265625e-01
7.873477368752652694e-01,-2.297267317771911621e-01
7.880983681310731459e-01,-2.293561249971389771e-01
7.888416536554291314e-01,-2.289149910211563110e-01
7.895854516726771299e-01,-2.283906042575836182e-01
7.903394995477650564e-01,-2.277598977088928223e-01
7.910872266771850070e-01,-2.270349413156509399e-01
7.918330746660009467e-01,-2.262303084135055542e-01
7.925598750023311601e-01,-2.253659814596176147e-01
7.932759129879294324e-01,-2.244114726781845093e-01
7.939794803131559053e-01,-2.234294712543487549e-01
7.946372649400308408e-01,-2.224407047033309937e-01
7.952771123156859856e-01,-2.213985174894332886e-01
7.959476238493787825e-01,-2.202552109956741333e-01
7.966516182520152478e-01,-2.190145403146743774e-01
7.973696207936994407e-01,-2.176744341850280762e-01
7.980577279166840565e-01,-2.162711918354034424e-01
7.987182458389829876e-01,-2.148475646972656250e-01
7.993684284879599700e-01,-2.133836746215820312e-01
8.000088737719891485e-01,-2.118753194808959961e-01
8.006633271950660546e-01,-2.103122770786285400e-01
8.013392199041248221e-01,-2.086359858512878418e-01
8.020579911851470900e-01,-2.067836970090866089e-01
8.027983725831151496e-01,-2.048081606626510620e-01
8.035592536967629540e-01,-2.027087360620498657e-01
8.043155223743827520e-01,-2.005436867475509644e-01
8.050401873236630035e-01,-1.984004825353622437e-01
8.057552857389593814e-01,-1.962387561798095703e-01
8.064758507451035285e-01,-1.939912885427474976e-01
8.071721577543601311e-01,-1.916635483503341675e-01
8.078528337304107243e-01,-1.894406080245971680e-01
8.085549489924431787e-01,-1.871360093355178833e-01
8.092471560585637880e-01,-1.846878379583358765e-01
8.099256112320825096e-01,-1.822688430547714233e-01
8.106214911639290088e-01,-1.797705143690109253e-01
8.113394937056133127e-01,-1.771828979253768921e-01
8.120572400008515546e-01,-1.744890362024307251e-01
8.127720821697018705e-01,-1.717449873685836792e-01
8.134727453685403065e-01,-1.689337939023971558e-01
8.141650378501429364e-01,-1.661831736564636230e-01
8.147731106664943823e-01,-1.637679934501647949e-01
8.148593803033133964e-01,-1.634252518415451050e-01
8.155669621561938420e-01,-1.605296880006790161e-01
8.158962388393002918e-01,-1.591792255640029907e-01
8.162878688242660719e-01,-1.575733572244644165e-01
8.169923757197945502e-01,-1.545965224504470825e-01
8.171528714104707714e-01,-1.539159119129180908e-01
8.176763828996431727e-01,-1.516964286565780640e-01
8.183554359815358170e-01,-1.487897038459777832e-01
8.190541346242883325e-01,-1.457312852144241333e-01
8.197741871375405776e-01,-1.426120102405548096e-01
8.204775836318030091e-01,-1.393731236457824707e-01
8.211575762839977699e-01,-1.362150013446807861e-01
8.218255253532306126e-01,-1.332647353410720825e-01
8.225063721602452471e-01,-1.296818405389785767e-01
8.231927709735898935e-01,-1.266007870435714722e-01
8.238489327063067691e-01,-1.237489879131317139e-01
8.244270246884766173e-01,-1.210239753127098083e-01
8.244336870960725649e-01,-1.209948509931564331e-01
8.250553409740618571e-01,-1.182061135768890381e-01
8.257440460054203957e-01,-1.146038621664047241e-01
8.259612575761441366e-01,-1.135356724262237549e-01
8.265018521617163438e-01,-1.106977313756942749e-01
8.270878023682299851e-01,-1.080449968576431274e-01
8.272615374586160808e-01,-1.072725355625152588e-01
8.279042035451772419e-01,-1.039762124419212341e-01
8.285993147376857770e-01,-1.001101583242416382e-01
8.293048466189981704e-01,-9.653240442276000977e-02
8.300219095903804689e-01,-9.312455356121063232e-02
8.307541765175585624e-01,-8.925943076610565186e-02
8.314512522661531291e-01,-8.545599132776260376e-02
8.320942600146421508e-01,-8.192202448844909668e-02
8.327511904866971015e-01,-7.852894812822341919e-02
8.334093167755000087e-01,-7.488901168107986450e-02
8.340701763597269114e-01,-7.183526456356048584e-02
8.347573439124095218e-01,-6.796097010374069214e-02
8.349709680328892825e-01,-6.647899001836776733e-02
8.353450024285632436e-01,-6.491535156965255737e-02
8.355458142267430111e-01,-6.386601179838180542e-02
8.360813692988773305e-01,-6.094774231314659119e-02
8.368565147980189245e-01,-5.670335143804550171e-02
8.372809443280724295e-01,-5.431118980050086975e-02
8.376781263193681104e-01,-5.205071344971656799e-02
8.385697785359566003e-01,-4.704068601131439209e-02
8.387593154905125248e-01,-4.599061235785484314e-02
8.394539141901290469e-01,-4.174082353711128235e-02
8.399693112085114821e-01,-3.881917521357536316e-02
8.405413386914593055e-01,-3.594305366277694702e-02
8.406916699397777304e-01,-3.514605015516281128e-02
8.415359165638566230e-01,-3.042945824563503265e-02
8.416470421059374374e-01,-2.980339340865612030e-02
8.424701911059626624e-01,-2.458460442721843719e-02
8.424938511944763952e-01,-2.445039898157119751e-02
8.431876811547549533e-01,-2.071541547775268555e-02
8.438285535161940132e-01,-1.672277599573135376e-02
8.440236424770799495e-01,-1.579164154827594757e-02
8.446945810881827388e-01,-1.160531863570213318e-02
8.453438241668577158e-01,-6.729898508638143539e-03
8.454396603376607144e-01,-6.236523855477571487e-03
8.460899284021197175e-01,-2.967066830024123192e-03
8.468159599991118558e-01,1.694524311460554600e-03
8.471928985211738539e-01,4.040027037262916565e-03
8.475207231410862851e-01,6.057452876120805740e-03
8.482201051076948550e-01,1.044372562319040298e-02
8.489220495387632681e-01,1.483559049665927887e-02
8.491495963828088467e-01,1.627013459801673889e-02
8.496368917076135840e-01,1.931632310152053833e-02
8.503507088906798739e-01,2.394353970885276794e-02
8.509222238807357952e-01,2.773172967135906219e-02
8.510570949268122520e-01,2.862973324954509735e-02
8.517668975822246802e-01,3.341478854417800903e-02
8.524670482881711031e-01,3.827260434627532959e-02
8.529399083965180095e-01,4.152148216962814331e-02
8.531582303685076862e-01,4.301588237285614014e-02
8.538453979211902967e-01,4.793559759855270386e-02
8.545417049304468993e-01,5.285554751753807068e-02
8.550470229219534479e-01,5.662370845675468445e-02
8.552345099049414312e-01,5.799232423305511475e-02
8.559044235302601944e-01,6.321532279253005981e-02
8.565673330860550383e-01,6.812468171119689941e-02
8.570526638547738552e-01,7.276684045791625977e-02
8.570557388121258224e-01,7.279526442289352417e-02
8.577428209493264122e-01,7.825627923011779785e-02
8.578107262575157543e-01,7.879371941089630127e-02
8.586091047677610888e-01,8.577395975589752197e-02
8.592867912019418464e-01,9.125649183988571167e-02
8.592911473915237908e-01,9.129784256219863892e-02
8.601239483410147990e-01,9.887365996837615967e-02
8.608225615682852938e-01,1.060223057866096497e-01
8.608387050943830943e-01,1.061738803982734680e-01
8.616545083629564283e-01,1.138732880353927612e-01
8.617196803757216639e-01,1.145302578806877136e-01
8.624282017989041149e-01,1.220410317182540894e-01
8.626125284090581102e-01,1.240810379385948181e-01
8.631402252568484146e-01,1.299974322319030762e-01
8.634453293585491185e-01,1.334847509860992432e-01
8.638018535804132814e-01,1.375629603862762451e-01
8.642021105290610405e-01,1.424241214990615845e-01
8.644298282040705494e-01,1.455905884504318237e-01
8.648709991685957776e-01,1.517843455076217651e-01
8.650372176965660520e-01,1.542567759752273560e-01
8.654902614130891569e-01,1.610231995582580566e-01
8.656130034607217860e-01,1.626880317926406860e-01
8.660751012183368625e-01,1.696445345878601074e-01
8.661707665581758198e-01,1.711860746145248413e-01
8.666061292699251961e-01,1.781978011131286621e-01
8.667205006003219081e-01,1.801242977380752563e-01
8.670912037921979509e-01,1.868340671062469482e-01
8.672439266740122887e-01,1.899798661470413208e-01
8.675219540679193209e-01,1.952240914106369019e-01
8.677970773354383160e-01,1.988153159618377686e-01
8.679108507574611053e-01,2.006050199270248413e-01
8.682643000219733009e-01,2.055800706148147583e-01
8.685354087618384344e-01,2.134720981121063232e-01
8.686680590053830198e-01,2.168039977550506592e-01
8.688594751005429551e-01,2.207250595092773438e-01
8.692106181470411475e-01,2.266577631235122681e-01
8.692442718469487462e-01,2.271991968154907227e-01
8.695925961825410333e-01,2.326867133378982544e-01
8.698008391276548235e-01,2.368625402450561523e-01
8.700320588374262920e-01,2.408119142055511475e-01
8.703117945409732936e-01,2.449647486209869385e-01
8.705127771701171024e-01,2.473040968179702759e-01
8.707565529557425021e-01,2.489125281572341919e-01
8.709935809182899336e-01,2.500018179416656494e-01
8.711951614558077761e-01,2.500250935554504395e-01
8.714301394467872663e-01,2.495239377021789551e-01
8.716581987837248580e-01,2.523692250251770020e-01
8.718831831633103713e-01,2.607389390468597412e-01
8.720870699188422170e-01,2.706052958965301514e-01
8.723614244470232482e-01,2.972257137298583984e-01
8.725964024380027384e-01,3.206273913383483887e-01
8.726707139073419661e-01,3.281648159027099609e-01
8.730407337753619545e-01,3.718291819095611572e-01
8.730501294783818977e-01,3.730776011943817139e-01
8.733571981361685221e-01,4.139614105224609375e-01
8.736123341808997855e-01,4.584831893444061279e-01
8.739315318371303487e-01,4.793180227279663086e-01
8.740793006209888194e-01,4.504638016223907471e-01
8.742270694048471791e-01,4.553582966327667236e-01
8.743748381887056498e-01,4.635289907455444336e-01
8.745226069725640095e-01,4.895161688327789307e-01
8.746703757564224802e-01,5.232405662536621094e-01
8.748181445402808398e-01,5.493912100791931152e-01
8.749659133241393105e-01,5.759033560752868652e-01
8.751136821079976702e-01,5.975058078765869141e-01
8.752614508918561409e-01,6.235303878784179688e-01
8.754092196757145006e-01,6.434307098388671875e-01
8.755570738750548809e-01,6.682179570198059082e-01
8.757048426589133516e-01,6.896773576736450195e-01
8.758526114427717113e-01,7.045499086380004883e-01
8.760003802266301820e-01,7.215251922607421875e-01
8.761481490104885417e-01,7.319536209106445312e-01
8.762959177943470124e-01,7.450302839279174805e-01
8.764436865782053721e-01,7.571997642517089844e-01
8.765915407775457524e-01,7.690801620483398438e-01
8.767398220542962362e-01,7.786516547203063965e-01
8.768896408097225370e-01,7.910513877868652344e-01
8.770429615999109085e-01,8.031773567199707031e-01
8.772022614738392843e-01,8.102317452430725098e-01
8.773689924947014607e-01,8.175283670425415039e-01
8.775441796482815748e-01,8.257719278335571289e-01
8.777282500119896191e-01,8.325244188308715820e-01
